기관명,주소,응급실전화,입원실가용여부,병상수,응급실가능여부,경도,위도,응급실,입원실,수술실,지역(시),지역(구)
실로암안과병원,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",,1,50,,126.86223980574,37.5460169755054,,50,,서울특별시,강서구
강남수병원,서울특별시 송파구 삼전로2길 11 (삼전동),,1,31,,127.086157841705,37.5013402409902,1,43,2,서울특별시,송파구
의료법인한국의료재단프라임병원,서울특별시 중랑구 공릉로 76 (묵동),,1,30,,127.07946003191,37.6172283555794,,30,1,서울특별시,중랑구
의료법인마리아의료재단마리아병원,서울특별시 동대문구 천호대로 20 (신설동),,1,32,,127.025164225873,37.5743400943334,,32,1,서울특별시,동대문구
건양의료재단김안과병원,서울특별시 영등포구 영신로 136 (영등포동4가),,1,85,,126.90148410024,37.519736114287,,100,12,서울특별시,영등포구
연희이비인후과의원,"서울특별시 서대문구 연희로 117, 2층 (연희동)",,2,,,126.9318307782681,37.56831471437838,,,,서울특별시,서대문구
오가정의학과의원,서울특별시 관악구 남부순환로230길 35 (봉천동),,2,,,126.955641222813,37.4784817032072,,,,서울특별시,관악구
유안과의원,서울특별시 관악구 봉천로 520 (봉천동),,2,0,,126.9557052011,37.4794598628729,,,,서울특별시,관악구
홍안과의원,서울특별시 동대문구 전농로 134 (전농동),,2,,,127.057996432568,37.5768510443127,,,,서울특별시,동대문구
서울의원,"서울특별시 은평구 갈현로 206, 2층 (갈현동)",,2,,,126.913761046143,37.6157668787749,,,,서울특별시,은평구
미애로여성의원,"서울특별시 중랑구 신내로 72, 원빌딩 4층 북측호 (신내동)",,2,0,,127.09566855816,37.6054064377729,,,,서울특별시,중랑구
김철우내과의원,"서울특별시 중랑구 동일로 925, 2층 (묵동)",,2,,,127.076857313725,37.6129774146228,,,,서울특별시,중랑구
이율모이비인후과의원,서울특별시 서초구 방배로 165 (방배동),,2,,,126.992817105071,37.4882720626399,,,,서울특별시,서초구
유영미서울소아청소년과의원,"서울특별시 관악구 관악로 205, 4층 (봉천동)",,2,0,,126.953912622908,37.4833797372461,,,,서울특별시,관악구
김동주성형외과의원,서울특별시 양천구 중앙로 277 (신정동),,2,,,126.852250412499,37.5209251971625,,,,서울특별시,양천구
남서울정형외과의원,"서울특별시 강남구 일원로 33, 금성빌딩 2층 (일원동)",,2,,,127.081055413987,37.4909138011658,,,,서울특별시,강남구
참조은내과의원,"서울특별시 동대문구 망우로 123, 2층 (휘경동, 휘경메디컬프라자)",,2,,,127.06659655052,37.591711720367,,,,서울특별시,동대문구
플로체여성의원,"서울특별시 서초구 강남대로 475, 4층 (반포동)",,2,0,,127.023896898208,37.5047497261489,,,,서울특별시,서초구
조내과의원,"서울특별시 동작구 장승배기로10길 49, 1,2층 (상도동)",,2,0,,126.941619320261,37.5043250564914,,,,서울특별시,동작구
탑메디피부과의원,"서울특별시 노원구 한글비석로 270, 스카이타워 4층 401,402호 (중계동)",,2,0,,127.077403153081,37.6515705090228,,,,서울특별시,노원구
정구일정형외과의원,"서울특별시 관악구 남부순환로 1782, 우주빌딩 (봉천동)",,1,29,,126.948170045195,37.4814574882965,,,,서울특별시,관악구
반마취통증의학과의원,"서울 동작구 상도로 65 , 금성빌딩 4층  (대방동)",,2,,,126.927922011043,37.4999838361632,,,,서울특별시,동작구
클린앤미피부과의원,"서울특별시 마포구 월드컵북로 347, 6층 (상암동, 상암메디칼빌딩)",,2,,,126.893216249483,37.576345413949,,,,서울특별시,마포구
송파제일정형외과의원,"서울특별시 송파구 가락로 99 (석촌동, 석촌프라자 2층)",,2,,,127.10698975785569,37.501160594172184,,,,서울특별시,송파구
연세서내과의원,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 302호, 303호일부호 (잠원동)",,2,0,,127.010659840374,37.5128156550848,,,,서울특별시,서초구
서초아가페의원,"서울특별시 서초구 고무래로 90-7, 406호 (서초동, 서초쇼핑)",,2,,,127.01745084134,37.4999223644377,,,,서울특별시,서초구
가족사랑서울정신건강의학과의원,서울특별시 영등포구 당산로 222 (당산동5가),,2,0,,126.902291122854,37.5332447828491,,,,서울특별시,영등포구
도도성형외과의원,"서울특별시 동대문구 천호대로 425, 3층 (장안동)",,2,0,,127.066468745001,37.5618156326667,,,,서울특별시,동대문구
김경희건강한마음의원,서울 중구 퇴계로 77 신관 13층  (충무로1가),,2,0,,126.980823104019,37.5603438884295,,,,서울특별시,중구
용가정의학과의원,"서울특별시 성북구 오패산로 16, 2층 (하월곡동)",,2,0,,127.037558381835,37.6036628449752,,,,서울특별시,성북구
나눔정신건강의학과의원,"서울특별시 성동구 왕십리로 339, 2층 (하왕십리동)",,2,,,127.032085242674,37.5629076652687,,,,서울특별시,성동구
방학서울의원,"서울특별시 도봉구 도당로 80, 지상 3,4층 (방학동)",,1,12,,127.036344945016,37.6648346469578,,,,서울특별시,도봉구
상쾌한이비인후과의원,"서울특별시 도봉구 도봉로 468, 4층 401호 (창동, 홍일빌딩)",,1,1,,127.034372618396,37.6473861862855,,,,서울특별시,도봉구
허내과의원,"서울특별시 동대문구 이문로 136, 2층 F11호, F12호 (이문동, 이문동웰츠타워)",,2,0,,127.061872724933,37.5984809170412,,,,서울특별시,동대문구
이태원내과의원,"서울특별시 동대문구 한천로 196, 2층 (장안동)",,2,,,127.068366653594,37.5778529856705,,,,서울특별시,동대문구
김승일마취통증의학과의원,서울특별시 동대문구 천호대로 72 (용두동),,2,0,,127.031421189052,37.5736878062494,,,,서울특별시,동대문구
소중한유여성외과의원,"서울특별시 서초구 동작대로 108, 401호 (방배동, 디오슈페리움2)",,1,3,,126.98261908721281,37.48608966195583,,,,서울특별시,서초구
압구정오라클피부과의원,"서울특별시 강남구 압구정로30길 23, 4층 (신사동)",,2,0,,127.029494234094,37.5258914152554,,,,서울특별시,강남구
문경서정신건강의학과의원,서울특별시 광진구 능동로 390 (중곡동),,1,37,,127.083404745322,37.5638286110351,,,,서울특별시,광진구
잠실고운세상피부과의원,"서울특별시 송파구 올림픽로35길 123, 2층 (신천동, 향군타워)",,2,0,,127.101225932288,37.5165777895252,,,,서울특별시,송파구
본이비인후과의원,서울특별시 양천구 목동중앙북로 27,,2,,,126.866559971213,37.5483132652872,,,,서울특별시,양천구
최윤영산부인과의원,서울특별시 은평구 통일로 731 (대조동),,2,,,126.929466316371,37.6106226649216,,,,서울특별시,은평구
우리정형외과의원,"서울특별시 양천구 목동남로4길 2, 2층 206호, 209호 (신정동, 세양청마루2차 주상복합)",,2,0,,126.864535471682,37.508287498257,,,,서울특별시,양천구
새서울이비인후과의원,"서울특별시 동대문구 장한로 144, 2, 4층 (장안동)",,2,,,127.072120365569,37.5731435969532,,,,서울특별시,동대문구
연세제일의원,"서울특별시 은평구 연서로 9, 201호 (역촌동, 센타폴리스)",,2,0,,126.91556845327,37.6000995302827,,,,서울특별시,은평구
주함외과의원,"서울특별시 광진구 능동로 409, 2.3층 (중곡동)",,1,7,,127.083812284326,37.5656080597832,,,,서울특별시,광진구
정진내과의원,"서울특별시 중랑구 사가정로 401, 2층 (면목동)",,2,,,127.089460523819,37.5808527086579,,,,서울특별시,중랑구
이소아청소년과의원,"서울특별시 서대문구 응암로 60, 4층 (북가좌동)",,2,0,,126.9105338439,37.5784637197,,,,서울특별시,서대문구
원문섭피부과의원,서울특별시 강동구 양재대로 1655 (명일동),,2,,,127.143932300441,37.5533530158301,,,,서울특별시,강동구
파라곤내과의원,"서울특별시 양천구 목동서로 155, 지하1층 (목동, 동양파라곤)",,2,,,126.875071951863,37.5299956155624,,,,서울특별시,양천구
김기찬내과의원,"서울특별시 서초구 동작대로 134, 5층 (방배동, 가나안빌딩)",,2,0,,126.982789345503,37.4886546765779,,,,서울특별시,서초구
이음산부인과의원,"서울특별시 서초구 서초대로 320, 2층 (서초동)",,2,0,,127.01657607757,37.4942200198785,,,,서울특별시,서초구
웰스킨의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 5층 531~534호 (반포동)",,2,0,,126.999480997797,37.5049020694443,,,,서울특별시,서초구
김종주신경정신과의원,"서울특별시 서초구 신반포로 157, 1동 4층 (잠원동, 잠원동 반포쇼핑)",,2,,,127.001460546765,37.5055133936715,,,,서울특별시,서초구
소생의원,"서울특별시 양천구 목동중앙북로 13-1, 2층 (목동)",,2,,,126.86515053116554,37.54856520495693,,,,서울특별시,양천구
목동동안의원,"서울특별시 양천구 목동로 201, 3층 (신정동)",,2,0,,126.863931880867,37.5264593103148,,,,서울특별시,양천구
제이앤케이의원,"서울특별시 강남구 도산대로 120, 청호빌딩 12층 (논현동)",,2,0,,127.021877320289,37.5167333867393,,,,서울특별시,강남구
김인철의원,"서울특별시 관악구 시흥대로 558-1, 4층 (신림동, G 밸리마인드)",,2,,,126.901969289183,37.4827842965972,,,,서울특별시,관악구
유태석내과의원,"서울특별시 중구 동호로 180, 대승빌딩 5층 (신당동)",,2,0,,127.011312653525,37.5544192245189,,,,서울특별시,중구
웰빙의원,"서울특별시 서초구 강남대로 455, 302호(서초동,데시앙루브)",,2,,,127.024543871587,37.5028594641113,,,,서울특별시,서초구
최성호성형외과의원,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 403호 (행당동)",,2,,,127.034582633625,37.5613776986706,,,,서울특별시,성동구
사랑의안과의원,"서울특별시 성동구 고산자로 234, 5층 (행당동, 나래타워)",,2,,,127.03526540093,37.5605265052689,,,,서울특별시,성동구
은의원,"서울특별시 서대문구 수색로 32, 3층 (남가좌동)",,2,,,126.915117519587,37.5694956315367,,,,서울특별시,서대문구
안호범안스성형외과의원,"서울특별시 노원구 노해로 460, 현대증권빌딩 2층 201호 (상계동)",,2,0,,127.059292282913,37.6537175921478,,,,서울특별시,노원구
류종상내과의원,"서울특별시 은평구 통일로 741, 신흥빌딩 5층 (대조동)",,2,,,126.928611590744,37.6114268242168,,,,서울특별시,은평구
백이비인후과의원,서울특별시 동작구 사당로 230-1 (사당동),,2,,,126.973243297085,37.4833057767884,,,,서울특별시,동작구
증산의원,서울특별시 은평구 증산서길 95 (증산동),,2,,,126.907507722116,37.5847415813548,,,,서울특별시,은평구
고려안과의원,"서울특별시 서대문구 통일로 201, 2층 (영천동)",,2,0,,126.961104138121,37.5711028779759,,,,서울특별시,서대문구
서울성형외과의원,서울특별시 노원구 노해로 482  (상계동),,2,,,127.0617158001,37.6542726157,,,,서울특별시,노원구
김정자산부인과의원,서울특별시 송파구 석촌호수로 234 (석촌동),,2,0,,127.102735192556,37.5076453754084,,,,서울특별시,송파구
글로비성형외과의원,"서울특별시 강남구 논현로 843, EGI빌딩 5층,6층 (신사동)",,2,0,,127.027974583311,37.5243951301387,,,,서울특별시,강남구
김지연위쉬성형외과의원,"서울특별시 강남구 압구정로 432, 7층 (청담동)",,2,0,,127.044079997771,37.5266074034274,,,,서울특별시,강남구
실루엣성형외과의원,"서울특별시 강남구 압구정로 156 (신사동, 카로시티2 301,302,303호)",,1,2,,127.026766411038,37.5260287469955,,,,서울특별시,강남구
지킴내과의원,"서울특별시 광진구 광나루로 614 (구의동,만택빌딩 3층)",,2,0,,127.09583385236,37.5407914746361,,,,서울특별시,광진구
박안과의원,"서울특별시 동작구 동작대로 89, 406호 (사당동, 골든시네마타워)",,2,,,126.981665713772,37.4846140265703,,,,서울특별시,동작구
이용국내과의원,서울특별시 동작구 장승배기로20길 4 (노량진동),,2,,,126.940484101536,37.5084058625589,,,,서울특별시,동작구
서울유니언이비인후과의원,"서울특별시 동작구 동작대로 89, 403호 (사당동, 골든시네마타워)",,1,3,,126.981665713772,37.4846140265703,,,,서울특별시,동작구
한상일의원,"서울특별시 성동구 고산자로6길 40, 2층 201호 (행당동, 레몬프라자)",,2,,,127.035482520519,37.5582206987955,,,,서울특별시,성동구
자애산부인과의원,"서울특별시 성동구 성덕정길 79, 1, 3층 (성수동2가)",,2,,,127.052464345168,37.5380195701809,,,,서울특별시,성동구
명이비인후과의원,서울특별시 성동구 용답중앙27길 11 (용답동),,2,,,127.055118753614,37.5635019253959,,,,서울특별시,성동구
서울성모의원,"서울특별시 중구 마장로9길 34, 2층 (황학동)",,2,0,,127.0197457786,37.5699148966,,,,서울특별시,중구
박정근내과의원,서울특별시 관악구 난곡로 194 (신림동),,2,0,,126.919608982564,37.4722697720366,,,,서울특별시,관악구
노영숙산부인과의원,"서울특별시 관악구 남부순환로 1924, 201호 (봉천동, 동림빌딩)",,2,0,,126.96287811279,37.4769082427966,,,,서울특별시,관악구
연세양지가정의원,서울특별시 관악구 난곡로26길 13 (신림동),,2,,,126.920729188095,37.4705429317532,,,,서울특별시,관악구
관악플러스내과의원,"서울특별시 관악구 난곡로 299, 5,6층 (신림동, 성안빌딩)",,2,0,,126.914368780839,37.4806780051365,,,,서울특별시,관악구
한양재활의학과의원,"서울특별시 동작구 상도로 234, 2층 (상도동)",,2,,,126.944574053634,37.5049588053359,,,,서울특별시,동작구
이해진소아청소년과의원,서울특별시 은평구 은평로 142 (응암동),,2,,,126.923483934255,37.6004900107548,,,,서울특별시,은평구
불광연세가정의학과의원,"서울 은평구 불광로 8 , 2층  (대조동)",,2,0,,126.927599971546,37.6093214974958,,,,서울특별시,은평구
DMC수색신경외과의원,"서울특별시 은평구 수색로 191, 두빌191 2층 (증산동)",,2,0,,126.901072414948,37.5782509235095,,,,서울특별시,은평구
연세안과의원,서울특별시 성동구 왕십리로 309,,2,,,127.034582633625,37.5613776986706,,,,서울특별시,성동구
최혜석이비인후과의원,"서울특별시 영등포구 당산로 142-1, 2층 (당산동3가, 클리닉빌딩)",,2,,,126.897307869043,37.5273129584825,,,,서울특별시,영등포구
하나의원,"서울특별시 영등포구 도신로33가길 4, 1층 (도림동)",,2,0,,126.90751894381,37.5103548796906,,,,서울특별시,영등포구
동대문메이퓨어의원,"서울특별시 중구 장충단로 253, 헬로우APM 10층 4,5호 (을지로6가)",,2,0,,127.008078935255,37.567487097159,,,,서울특별시,중구
클렌피부과의원,"서울특별시 송파구 양재대로 1222 (방이동, 올림픽프라자상가 326,327호)",,2,0,,127.131063164753,37.5157276361757,,,,서울특별시,송파구
박상춘안과의원,서울특별시 강서구 화곡로 190 (화곡동),,2,,,126.842606796173,37.542535397598,,,,서울특별시,강서구
(스카이메디)연세건강증진내과의원,"서울특별시 송파구 송파대로 371, 2층,3층,4층 (석촌동)",,1,2,,127.110750931193,37.5007800420051,,,,서울특별시,송파구
세란의원,"서울특별시 강남구 삼성로 651, 2층 203호 (삼성동, 래미안 라클래시)",,2,0,,127.050036535644,37.5183513056476,,,,서울특별시,강남구
코코메디의원,"서울특별시 동대문구 장한로 166, 2층 (장안동)",,2,,,127.072248281547,37.5751354375999,,,,서울특별시,동대문구
강북제일의원,"서울특별시 은평구 역말로 101, 토마스빌딩 2,3층 (역촌동)",,1,15,,126.920160287993,37.6084440907806,,,,서울특별시,은평구
이화내과의원,"서울특별시 서초구 서초대로 307, 3층 (서초동, 장안빌딩)",,2,,,127.015132071979,37.4944061815038,,,,서울특별시,서초구
김영내과의원,서울특별시 강서구 강서로 38 (화곡동),,2,,,126.847319577024,37.531249806941,,,,서울특별시,강서구
골드만비뇨기과의원,서울특별시 중구 세종대로 23 (봉래동1가),,1,3,,126.973844589811,37.5590909738298,,,,서울특별시,중구
수내과의원,"서울특별시 서대문구 증가로 150, DMC2차아이파크상가 B206, B207호 (남가좌동)",,2,0,,126.92143101709772,37.57815702863944,,,,서울특별시,서대문구
유(U)스타일9의원,"서울특별시 강남구 강남대로 406, GLASS TOWER 301호 (역삼동)",,2,,,127.027622767131,37.4989401291583,,,,서울특별시,강남구
엘앤에스비뇨기과의원,"서울특별시 강북구 도봉로 217, 5,6,7층 (미아동, 25메디컬빌딩)",,1,2,,127.0251126558,37.6280566256,,,,서울특별시,강북구
준가정의학과의원,서울특별시 강서구 등촌로 147 (등촌동),,2,0,,126.862405130693,37.5428771879604,,,,서울특별시,강서구
엘유라인업의원,서울특별시 강서구 강서로 27 (화곡동),,2,,,126.84727867535258,37.53030645664556,,,,서울특별시,강서구
미르성형외과의원,"서울특별시 강서구 강서로 43, 302, 303호 (화곡동, 도양라비앙타워)",,2,,,126.846531702129,37.5315215185769,,,,서울특별시,강서구
코앤유의원,"서울특별시 관악구 남부순환로 1715, 3층 (봉천동)",,2,,,126.940887969037,37.4830375021915,,,,서울특별시,관악구
글로벌서울성형외과의원,"서울특별시 강남구 언주로 846, 글로벌메디컬빌딩 7층 (신사동)",,1,2,,127.033726746181,37.525954523882,,,,서울특별시,강남구
연세이비인후과의원,"서울특별시 중구 퇴계로 438-1, 3층 (신당동)",,2,,,127.020335215801,37.5654435149501,,,,서울특별시,중구
삼성푸른의원,"서울특별시 중구 다산로42길 80, 1층 (신당동)",,2,0,,127.020565062769,37.5636552679039,,,,서울특별시,중구
연세탑뷰티의원,"서울 서초구 동작대로 118 , 예다인프라자빌딩 5층 502호  (방배동)",,2,,,126.982744496134,37.4870042036257,,,,서울특별시,서초구
서초준안과의원,"서울특별시 서초구 방배로 108, 3층 (방배동)",,2,0,,126.996444097861,37.4838342212021,,,,서울특별시,서초구
이강원이비인후과의원,"서울특별시 영등포구 영신로 238, 301호 (영등포동8가, 미소프라자)",,2,,,126.9042128084,37.5285507,,,,서울특별시,영등포구
연세지움피부과의원,"서울특별시 마포구 서강로 144, 9층 902호 (노고산동)",,2,,,126.936628263039,37.5544863727946,,,,서울특별시,마포구
중앙내과의원,"서울특별시 강서구 방화동로 102, 102호 (방화동)",,2,0,,126.812998823052,37.5694621054707,,,,서울특별시,강서구
예롬성형외과의원,"서울특별시 강남구 논현로175길 7, 4층 (신사동)",,2,0,,127.02790329082764,37.526156245974285,,,,서울특별시,강남구
휘마의원,서울특별시 강남구 강남대로118길 42,,2,,,127.026683898828,37.5071698601107,,,,서울특별시,강남구
대치엘비뇨기과의원,서울특별시 강남구 남부순환로 2941,,2,,,127.061934331534,37.4942633335042,,,,서울특별시,강남구
지에스안과의원,"서울특별시 강남구 강남대로 390, 미진프라자 8,15,16층 (역삼동)",,1,10,,127.028578846319,37.4978399531903,,,,서울특별시,강남구
김재유내과의원,"서울특별시 강남구 개포로 615, 305호 (개포동)",,2,,,127.07558248914,37.4926580850327,,,,서울특별시,강남구
정의원,"서울특별시 성북구 동소문로 43, 지상2층 (동소문동4가)",,2,0,,127.010147934769,37.5906277076958,,,,서울특별시,성북구
아름다운미탐의원,"서울특별시 중구 퇴계로 123, 8층 810호 (충무로2가, 하이헤리엇)",,2,0,,126.985364301804,37.5612658980395,,,,서울특별시,중구
로하스에스오티의원,"서울특별시 서초구 서운로 39, 2층 (서초동)",,2,0,,127.0284983183,37.4873957672,,,,서울특별시,서초구
서초오라클피부과의원,"서울특별시 서초구 서초중앙로 36, 6층 (서초동, 준영빌딩)",,2,,,127.016208730523,37.48556823488,,,,서울특별시,서초구
박재균이비인후과의원,"서울특별시 양천구 등촌로 224, (목동)",,2,,,126.86404437345,37.5495569263704,,,,서울특별시,양천구
열린이비인후과의원,"서울특별시 양천구 중앙로 275, 4층 (신정동,조흥은행)",,2,,,126.85222784657652,37.520780918493195,,,,서울특별시,양천구
김병후정신건강의학과의원,"서울특별시 서초구 반포대로 287, 407,408-1호 (반포동, 래미안퍼스티지중심상가)",,2,0,,127.001088324244,37.5043279449175,,,,서울특별시,서초구
안내과의원,"서울특별시 중구 퇴계로 61, 금오빌딩 5층 (남창동)",,2,0,,126.978916169827,37.5593685043943,,,,서울특별시,중구
안장훈내과의원,"서울특별시 관악구 성현로 80, 213호 (봉천동, 드림타운 주상가)",,2,,,126.952985510916,37.4898474387668,,,,서울특별시,관악구
명동하나이비인후과의원,"서울특별시 중구 남대문로 68, 3층 (명동2가, 고려빌딩)",,1,2,,126.98226380533,37.5631099932315,,,,서울특별시,중구
우리이비인후과의원,"서울특별시 영등포구 대림로 157, 2층 (대림동)",,2,0,,126.89946162017,37.4948720878104,,,,서울특별시,영등포구
신대방성모내과의원,"서울특별시 관악구 난곡로 367 (신림동, 경신빌딩)",,2,,,126.913354117853,37.4867009567317,,,,서울특별시,관악구
동안피부과의원,"서울특별시 구로구 새말로 89, 태영빌딩 4층 (구로동)",,2,,,126.889834342021,37.5056097068416,,,,서울특별시,구로구
정비뇨기과의원,"서울특별시 구로구 경인로 211-1, (오류동)",,1,0,,126.844358057597,37.496525424891,,,,서울특별시,구로구
대신의원,"서울특별시 강서구 양천로 461, 3층 (가양동)",,2,,,126.852223862157,37.5630457825024,,,,서울특별시,강서구
제민정형외과의원,"서울특별시 광진구 광나루로 355, 지하1.4층 &#40;군자동&#41;",,2,0,,127.069340761342,37.5483783057086,,,,서울특별시,광진구
드림성모안과의원,서울특별시 은평구 은평로 136 (응암동),,2,0,,126.923039015434,37.6002632124439,,,,서울특별시,은평구
민현조내과의원,"서울특별시 노원구 동일로 1101, 5층 (공릉동, 하니빌딩)",,2,0,,127.071009933961,37.6282542576144,,,,서울특별시,노원구
강서성모내과의원,"서울특별시 강서구 양천로 658, 302호 (염창동, 양화진빌딩)",,2,,,126.86991587864,37.5523079799238,,,,서울특별시,강서구
진산부인과의원,"서울특별시 강동구 천호대로 1006, 101동 604,605호 (성내동, 브라운스톤)",,2,,,127.123788971242,37.5380513979559,,,,서울특별시,강동구
라일락산부인과의원,"서울특별시 광진구 아차산로 375, 2층 214호 (구의동, 크레신타워)",,2,0,,127.084368022992,37.5370799042659,,,,서울특별시,광진구
박상내과의원,"서울특별시 광진구 뚝섬로 587, 2층 (자양동)",,2,,,127.075408022106,37.533480702088,,,,서울특별시,광진구
양의원,"서울특별시 송파구 올림픽로4길 40, 3층 33호 (잠실동, 우성아파트비상가)",,2,0,,127.074204083657,37.5071938064643,,,,서울특별시,송파구
빛샘가정의학과의원,"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",,2,0,,127.117842816756,37.4917620371568,,,,서울특별시,송파구
고정인정신건강의학과의원,"서울특별시 강남구 테헤란로 313, 211~212호 (역삼동, 성아하이츠 1차)",,2,,,127.045261212369,37.5038016513092,,,,서울특별시,강남구
연세인의원,"서울특별시 강남구 강남대로122길 50, 2층(논현동)",,2,,,127.027074158958,37.5089118642243,,,,서울특별시,강남구
티엘안과의원,"서울특별시 송파구 마천로5길 4 (오금동, 삼대양빌딩 5층 가호)",,2,0,,127.126738418257,37.5087196639741,,,,서울특별시,송파구
한피부과의원,"서울특별시 중구 명동길 26, 유네스코회관 3층 (명동2가)",,2,0,,126.983764788709,37.5634574532023,,,,서울특별시,중구
태능제일의원,서울특별시 중랑구 동일로 770 (중화동),,2,0,,127.08024352869398,37.599229301939005,,,,서울특별시,중랑구
카이로스의원,"서울특별시 강남구 테헤란로88길 10, 신안메트로칸 205호, 지하1층 110호 (대치동)",,2,,,127.059463197882,37.5068438170208,,,,서울특별시,강남구
삼성이비인후과의원,"서울 서초구 강남대로 375 , 서초현대타워아파트 4층  (서초동, 서초현대타워아파트)",,2,,,127.027852956171,37.4963476993282,,,,서울특별시,서초구
연세로뎀정신건강의학과의원,"서울 마포구 서강로 142 , 서일빌딩 3층  (노고산동)",,2,0,,126.936358546507,37.5543861268863,,,,서울특별시,마포구
강남연세신통의원,"서울특별시 강남구 선릉로 328, 2층 2호,3호 (대치동)",,2,0,,127.051899209649,37.4990331412977,,,,서울특별시,강남구
제일정형외과의원,"서울특별시 중구 다산로 172, 제일정형외과 1~3, 5,6층 (신당동)",,2,0,,127.013238811251,37.5587482269835,,,,서울특별시,중구
관악오라클피부과의원,"서울특별시 관악구 관악로 217, 5층 (봉천동, 동진빌딩)",,2,0,,126.954677353454,37.4843787109112,,,,서울특별시,관악구
서울가정의학과의원,"서울 서대문구 세검정로1길 95   (홍은동, 홍은벽산아파트)",,2,,,126.94569176914,37.5959199688468,,,,서울특별시,서대문구
손홍주내과의원,"서울특별시 관악구 난곡로 295, 2~3층 (신림동)",,2,0,,126.9145221116,37.4803620423,,,,서울특별시,관악구
신창최정형외과의원,서울특별시 도봉구 덕릉로 258 (창동),,1,24,,127.039988789748,37.640299618227,,,,서울특별시,도봉구
조이비인후과의원,"서울특별시 구로구 구로동로 135, 남부빌딩 3층 (구로동)",,1,1,,126.88370977403,37.4906411011165,,,,서울특별시,구로구
봉봉성형외과의원,"서울특별시 강남구 논현로 657, 1~4층 (논현동, 그린빌딩)",,1,4,,127.031096936027,37.5125537247845,,,,서울특별시,강남구
박앤김내과의원,"서울특별시 성북구 장위로 127-1, 한양빌딩 5층 (장위동)",,2,0,,127.050861791245,37.6136719083634,,,,서울특별시,성북구
이내과의원,서울특별시 양천구 월정로 57,,2,,,126.84143477284175,37.52472333143247,,,,서울특별시,양천구
우리봄소아청소년과의원,"서울특별시 성북구 월계로40길 7, 2층 208호 (장위동, 센트럴타운)",,2,,,127.048397229405,37.6229473543321,,,,서울특별시,성북구
고운숨결내과의원,"서울특별시 성북구 고려대로13길 8, 3,4층 (안암동2가)",,2,0,,127.023677137625,37.5869966613958,,,,서울특별시,성북구
최강식내과의원,"서울특별시 성북구 동소문로 92, 5,6층 (동소문동5가)",,2,0,,127.01549221016,37.5921675534937,,,,서울특별시,성북구
요셉이비인후과의원,서울특별시 광진구 아차산로 220,,2,,,127.067657144585,37.5406341134418,,,,서울특별시,광진구
김종서성형외과의원,"서울특별시 강남구 논현로 842, 압구정빌딩, 2층일부 (신사동)",,2,0,,127.028730922791,37.5240379714226,,,,서울특별시,강남구
아델산부인과의원,서울특별시 강남구 논현로 64,,2,,,127.046877547541,37.4758989780329,,,,서울특별시,강남구
서울탑정신건강의학과의원,"서울특별시 관악구 관악로 168 (봉천동, 대우슈페리움2단지)",,2,0,,126.952984762396,37.4802159296703,,,,서울특별시,관악구
송신경정신과의원,"서울특별시 종로구 인사동5길 25, 하나로빌딩 401호 (인사동)",,2,0,,126.98539321087273,37.572096723033496,,,,서울특별시,종로구
종로세브란스의원,"서울특별시 종로구 종로41길 4, 2층 (종로6가)",,2,0,,127.006875511622,37.5714985855189,,,,서울특별시,종로구
산소의원,"서울특별시 종로구 수표로 105, 3층 (종로2가, 육의전빌딩)",,2,0,,126.989152966372,37.5705989139519,,,,서울특별시,종로구
박우형안과의원,"서울특별시 서초구 사임당로 151, 3층 311,312호 (서초동, 대한무지개종합상가)",,2,,,127.025692827371,37.4920676848724,,,,서울특별시,서초구
대방연세재활의학과의원,"서울특별시 동작구 여의대방로 250, 4-9호 (대방동, 대림아파트(상가동))",,2,0,,126.924517791265,37.5087434455459,,,,서울특별시,동작구
김문성이비인후과의원,"서울특별시 서대문구 증가로 122, 202호 (남가좌동)",,2,,,126.924277064509,37.5773686267038,,,,서울특별시,서대문구
이용진창문외과의원,서울특별시 서대문구 통일로 451 (홍제동),,1,6,,126.943849906806,37.5886701766902,,,,서울특별시,서대문구
유의원,"서울특별시 서초구 서초대로78길 26, 3층 (서초동)",,2,,,127.027726616132,37.4953622078841,,,,서울특별시,서초구
한솔정형외과의원,"서울특별시 구로구 개봉로 13, 1-2층 (개봉동)",,1,21,,126.856086277292,37.4867890597467,,,,서울특별시,구로구
최석용정형외과의원,"서울특별시 구로구 경인로59길 8, 301,302,318호 (신도림동)",,2,0,,126.883427027522,37.5063918465946,,,,서울특별시,구로구
닥터맘소아청소년과의원,서울특별시 강북구 삼양로27길 35-21 (미아동),,2,0,,127.018934343303,37.6179766319717,,,,서울특별시,강북구
아비쥬의원,"서울특별시 노원구 동일로 1417, 삼양빌딩 2(201호), 5층 (상계동)",,2,0,,127.059980216361,37.6550688080345,,,,서울특별시,노원구
서울정가정의학과의원,"서울특별시 노원구 덕릉로73길 18, 4층 (중계동)",,2,0,,127.072435497752,37.6521796648241,,,,서울특별시,노원구
